Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
173,08-11-23,CUST173,Male,64,Electronics,4,30,120
174,12-04-23,CUST174,Female,39,Beauty,1,300,300
175,20-03-23,CUST175,Female,31,Electronics,4,25,100
176,11-07-23,CUST176,Female,43,Beauty,2,50,100
177,24-03-23,CUST177,Male,45,Beauty,2,50,100
178,04-10-23,CUST178,Male,40,Clothing,2,30,60
179,29-09-23,CUST179,Male,31,Electronics,1,300,300
180,01-01-23,CUST180,Male,41,Clothing,3,300,900
181,03-11-23,CUST181,Male,19,Electronics,4,300,1200
182,15-06-23,CUST182,Male,62,Beauty,4,30,120
183,08-09-23,CUST183,Female,43,Beauty,3,300,900
184,10-01-23,CUST184,Male,31,Electronics,4,50,200
185,27-02-23,CUST185,Male,24,Clothing,1,25,25
186,05-07-23,CUST186,Male,20,Clothing,4,50,200
187,07-06-23,CUST187,Female,64,Clothing,2,50,100
188,03-05-23,CUST188,Male,40,Clothing,3,25,75
189,30-01-23,CUST189,Male,63,Beauty,1,50,50
190,04-05-23,CUST190,Female,60,Beauty,3,30,90
191,18-10-23,CUST191,Male,64,Beauty,1,25,25
192,10-02-23,CUST192,Male,62,Beauty,2,50,100
193,13-02-23,CUST193,Male,35,Beauty,3,500,1500
194,06-09-23,CUST194,Male,55,Clothing,4,50,200
195,05-02-23,CUST195,Male,52,Clothing,1,30,30
196,30-09-23,CUST196,Female,32,Clothing,3,300,900
197,06-03-23,CUST197,Female,42,Clothing,4,50,200
198,07-03-23,CUST198,Female,54,Beauty,3,300,900
199,04-12-23,CUST199,Male,45,Beauty,3,500,1500
200,01-09-23,CUST200,Male,27,Beauty,3,50,150
201,09-10-23,CUST201,Male,56,Electronics,1,25,25
202,26-03-23,CUST202,Female,34,Clothing,4,300,1200
203,16-05-23,CUST203,Male,56,Clothing,2,500,1000
204,28-09-23,CUST204,Male,39,Beauty,1,25,25
205,07-11-23,CUST205,Female,43,Clothing,1,25,25
206,05-08-23,CUST206,Male,61,Clothing,1,25,25
207,19-04-23,CUST207,Female,42,Beauty,2,25,50
208,04-10-23,CUST208,Female,34,Electronics,4,50,200
209,20-12-23,CUST209,Female,30,Electronics,4,50,200
210,13-04-23,CUST210,Male,37,Electronics,4,50,200
211,01-01-24,CUST211,Male,42,Beauty,3,500,1500
212,09-06-23,CUST212,Male,21,Clothing,3,500,1500
213,24-07-23,CUST213,Male,27,Beauty,3,500,1500
214,10-12-23,CUST214,Male,20,Beauty,2,30,60
215,29-11-23,CUST215,Male,58,Clothing,3,500,1500
216,11-07-23,CUST216,Male,62,Electronics,2,50,100
217,13-08-23,CUST217,Female,35,Electronics,4,50,200
218,22-09-23,CUST218,Male,64,Beauty,3,30,90
219,20-08-23,CUST219,Female,53,Electronics,3,30,90
220,03-03-23,CUST220,Male,64,Beauty,1,500,500
221,07-05-23,CUST221,Male,39,Beauty,2,300,600
222,26-04-23,CUST222,Male,51,Clothing,4,30,120
223,02-02-23,CUST223,Female,64,Clothing,1,25,25
224,23-06-23,CUST224,Female,25,Clothing,1,50,50
225,11-01-23,CUST225,Female,57,Beauty,4,25,100
226,29-10-23,CUST226,Female,61,Clothing,1,50,50
227,11-10-23,CUST227,Male,36,Electronics,2,50,100
228,28-04-23,CUST228,Female,59,Electronics,2,30,60
229,29-10-23,CUST229,Male,58,Beauty,3,30,90
230,23-04-23,CUST230,Male,54,Beauty,1,25,25
231,04-01-23,CUST231,Female,23,Clothing,3,50,150
232,06-02-23,CUST232,Female,43,Beauty,1,25,25
233,29-12-23,CUST233,Female,51,Beauty,2,300,600
234,20-11-23,CUST234,Female,62,Electronics,2,25,50
235,31-01-23,CUST235,Female,23,Electronics,2,500,1000
236,28-04-23,CUST236,Female,54,Clothing,1,25,25
237,04-02-23,CUST237,Female,50,Beauty,2,500,1000
238,17-01-23,CUST238,Female,39,Beauty,1,500,500
239,19-06-23,CUST239,Male,38,Electronics,3,500,1500
240,06-02-23,CUST240,Female,23,Beauty,1,300,300
241,21-09-23,CUST241,Female,23,Electronics,3,25,75
242,02-05-23,CUST242,Male,21,Clothing,1,25,25
243,23-05-23,CUST243,Female,47,Electronics,3,300,900
244,09-12-23,CUST244,Male,28,Beauty,2,50,100
245,06-09-23,CUST245,Male,47,Clothing,3,30,90
246,20-04-23,CUST246,Female,48,Electronics,2,25,50
247,04-10-23,CUST247,Male,41,Electronics,2,30,60
248,09-03-23,CUST248,Male,26,Clothing,3,300,900
249,20-10-23,CUST249,Male,20,Clothing,1,50,50
250,23-10-23,CUST250,Male,48,Electronics,1,50,50
251,31-08-23,CUST251,Female,57,Beauty,4,50,200
252,05-05-23,CUST252,Male,54,Electronics,1,300,300
253,31-08-23,CUST253,Female,53,Clothing,4,500,2000
254,28-07-23,CUST254,Male,41,Electronics,1,500,500
255,08-04-23,CUST255,Male,48,Clothing,1,30,30
256,18-02-23,CUST256,Male,23,Clothing,2,500,1000
257,19-02-23,CUST257,Male,19,Beauty,4,500,2000
258,04-12-23,CUST258,Female,37,Clothing,1,50,50
259,09-08-23,CUST259,Female,45,Clothing,4,50,200
260,01-07-23,CUST260,Male,28,Beauty,2,30,60
261,05-08-23,CUST261,Male,21,Clothing,2,25,50
262,30-07-23,CUST262,Female,32,Beauty,4,30,120
263,28-08-23,CUST263,Male,23,Beauty,2,30,60
264,28-01-23,CUST264,Male,47,Clothing,3,300,900
265,11-12-23,CUST265,Male,55,Clothing,3,300,900
266,01-12-23,CUST266,Female,19,Electronics,2,30,60
267,27-11-23,CUST267,Female,32,Beauty,3,30,90
268,20-02-23,CUST268,Female,28,Electronics,1,30,30
269,01-02-23,CUST269,Male,25,Clothing,4,500,2000
270,26-07-23,CUST270,Male,43,Electronics,1,300,300
271,23-06-23,CUST271,Female,62,Beauty,4,30,120
272,25-02-23,CUST272,Female,61,Electronics,2,50,100
273,08-05-23,CUST273,Female,22,Beauty,1,50,50
274,09-04-23,CUST274,Female,23,Clothing,2,500,1000
275,08-04-23,CUST275,Male,43,Clothing,2,500,1000
276,02-10-23,CUST276,Female,21,Beauty,4,25,100
277,18-08-23,CUST277,Male,36,Clothing,4,25,100
278,13-03-23,CUST278,Female,37,Clothing,4,25,100
279,05-08-23,CUST279,Male,50,Clothing,1,500,500
280,04-04-23,CUST280,Female,37,Clothing,3,500,1500
281,23-05-23,CUST281,Female,29,Beauty,4,500,2000
282,25-08-23,CUST282,Female,64,Electronics,4,50,200
283,08-05-23,CUST283,Female,18,Electronics,1,500,500
284,08-02-23,CUST284,Male,43,Clothing,4,50,200
285,15-08-23,CUST285,Female,31,Electronics,1,25,25
286,09-10-23,CUST286,Male,55,Electronics,2,25,50
287,20-02-23,CUST287,Male,54,Clothing,4,25,100
288,26-01-23,CUST288,Male,28,Clothing,4,30,120
289,30-11-23,CUST289,Male,53,Electronics,2,30,60
290,04-10-23,CUST290,Female,30,Beauty,2,300,600
291,08-01-23,CUST291,Male,60,Clothing,2,300,600
292,17-02-23,CUST292,Male,20,Beauty,4,300,1200
293,02-05-23,CUST293,Male,50,Electronics,3,30,90
294,27-03-23,CUST294,Female,23,Clothing,3,30,90
295,28-07-23,CUST295,Female,27,Beauty,3,300,900
296,06-09-23,CUST296,Female,22,Clothing,4,300,1200
297,04-09-23,CUST297,Female,40,Electronics,2,500,1000
298,20-04-23,CUST298,Male,27,Beauty,4,300,1200
299,25-07-23,CUST299,Male,61,Electronics,2,500,1000
300,31-01-23,CUST300,Female,19,Electronics,4,50,200
301,26-03-23,CUST301,Male,30,Clothing,4,30,120
302,14-07-23,CUST302,Male,57,Beauty,2,300,600
303,02-01-23,CUST303,Male,19,Electronics,3,30,90
304,19-07-23,CUST304,Female,37,Electronics,2,30,60
305,16-05-23,CUST305,Female,18,Beauty,1,30,30
306,21-08-23,CUST306,Male,54,Electronics,1,50,50
307,27-05-23,CUST307,Female,26,Electronics,2,25,50
308,05-08-23,CUST308,Female,34,Beauty,4,300,1200
309,23-12-23,CUST309,Female,26,Beauty,1,25,25
310,12-10-23,CUST310,Female,28,Beauty,1,25,25
311,05-12-23,CUST311,Female,32,Beauty,4,25,100
312,07-09-23,CUST312,Male,41,Clothing,4,30,120
313,21-03-23,CUST313,Female,55,Beauty,3,500,1500
314,08-04-23,CUST314,Male,52,Clothing,4,30,120
315,01-06-23,CUST315,Male,47,Clothing,2,30,60
316,22-04-23,CUST316,Female,48,Clothing,2,25,50
317,30-01-23,CUST317,Male,22,Electronics,3,30,90
318,24-10-23,CUST318,Male,61,Clothing,1,25,25
319,05-10-23,CUST319,Male,31,Clothing,1,500,500
320,01-02-23,CUST320,Female,28,Electronics,4,300,1200
321,10-06-23,CUST321,Female,26,Electronics,2,25,50
322,30-01-23,CUST322,Male,51,Electronics,1,500,500
323,26-01-23,CUST323,Female,29,Beauty,3,300,900
324,27-10-23,CUST324,Female,52,Electronics,3,50,150
325,02-09-23,CUST325,Female,52,Electronics,2,25,50
326,15-09-23,CUST326,Female,18,Clothing,3,25,75
327,29-09-23,CUST327,Male,57,Electronics,3,50,150
328,22-03-23,CUST328,Male,39,Beauty,2,50,100
329,30-01-23,CUST329,Female,46,Electronics,4,25,100
330,18-09-23,CUST330,Female,25,Beauty,4,50,200
331,11-02-23,CUST331,Male,28,Electronics,3,30,90
332,06-04-23,CUST332,Male,58,Electronics,4,300,1200
333,05-02-23,CUST333,Female,54,Electronics,4,300,1200
334,01-11-23,CUST334,Male,31,Electronics,3,300,900
335,04-02-23,CUST335,Female,47,Beauty,4,30,120
336,12-12-23,CUST336,Female,52,Beauty,3,50,150
337,01-05-23,CUST337,Male,38,Clothing,1,500,500
338,26-07-23,CUST338,Male,54,Beauty,2,50,100
339,03-03-23,CUST339,Female,22,Electronics,2,25,50
340,19-10-23,CUST340,Female,36,Clothing,4,300,1200
341,07-05-23,CUST341,Male,31,Clothing,4,50,200
342,24-10-23,CUST342,Female,43,Clothing,4,500,2000
343,01-11-23,CUST343,Male,21,Electronics,2,25,50
344,21-01-23,CUST344,Female,42,Beauty,1,30,30
345,14-11-23,CUST345,Male,62,Electronics,1,30,30
346,11-02-23,CUST346,Male,59,Clothing,2,500,1000
347,03-08-23,CUST347,Male,42,Electronics,1,25,25
348,03-12-23,CUST348,Female,35,Electronics,2,300,600
349,26-10-23,CUST349,Female,57,Beauty,1,50,50
350,17-10-23,CUST350,Male,25,Beauty,3,25,75
351,25-09-23,CUST351,Female,56,Clothing,3,30,90
352,11-06-23,CUST352,Male,57,Electronics,2,500,1000
353,14-05-23,CUST353,Male,31,Electronics,1,500,500
354,15-04-23,CUST354,Female,49,Beauty,4,50,200
355,09-12-23,CUST355,Female,55,Electronics,1,500,500
356,10-06-23,CUST356,Male,50,Electronics,3,500,1500
357,03-05-23,CUST357,Female,40,Electronics,3,25,75
358,16-05-23,CUST358,Female,32,Beauty,1,300,300
359,22-07-23,CUST359,Male,50,Clothing,1,50,50
360,09-03-23,CUST360,Male,42,Clothing,4,25,100
361,10-12-23,CUST361,Female,34,Electronics,4,300,1200
362,27-11-23,CUST362,Male,50,Clothing,1,25,25
363,03-06-23,CUST363,Male,64,Beauty,1,25,25
364,23-08-23,CUST364,Female,19,Beauty,1,500,500
365,11-06-23,CUST365,Male,31,Clothing,1,300,300
366,07-02-23,CUST366,Male,57,Clothing,2,50,100
367,05-01-23,CUST367,Female,57,Electronics,1,50,50
368,23-08-23,CUST368,Female,56,Clothing,4,300,1200
369,15-11-23,CUST369,Male,23,Electronics,3,500,1500
370,16-10-23,CUST370,Male,23,Electronics,2,30,60
371,21-02-23,CUST371,Female,20,Beauty,1,25,25
372,07-02-23,CUST372,Female,24,Beauty,3,500,1500
373,03-10-23,CUST373,Female,25,Beauty,2,300,600
374,20-04-23,CUST374,Female,59,Beauty,3,25,75
375,17-09-23,CUST375,Male,32,Clothing,1,50,50
376,16-05-23,CUST376,Female,64,Beauty,1,30,30
377,09-03-23,CUST377,Female,46,Clothing,4,50,200
378,28-06-23,CUST378,Male,50,Beauty,1,300,300
379,05-02-23,CUST379,Female,47,Clothing,1,25,25
380,06-05-23,CUST380,Male,56,Electronics,2,300,600
381,09-07-23,CUST381,Female,44,Clothing,4,25,100
382,26-05-23,CUST382,Female,53,Clothing,2,500,1000
383,22-03-23,CUST383,Female,46,Beauty,3,30,90
384,13-08-23,CUST384,Male,55,Clothing,1,500,500
385,06-10-23,CUST385,Male,50,Electronics,3,500,1500
386,27-12-23,CUST386,Female,54,Electronics,2,300,600
387,04-06-23,CUST387,Male,44,Beauty,1,30,30
388,10-11-23,CUST388,Male,50,Electronics,1,25,25
389,01-12-23,CUST389,Male,21,Clothing,2,25,50
390,28-09-23,CUST390,Male,39,Electronics,2,50,100
391,05-01-23,CUST391,Male,19,Beauty,2,25,50
392,08-12-23,CUST392,Male,27,Clothing,2,300,600
393,11-10-23,CUST393,Female,22,Beauty,2,500,1000
394,03-06-23,CUST394,Female,27,Clothing,1,500,500
395,06-12-23,CUST395,Male,50,Electronics,2,500,1000
396,23-02-23,CUST396,Female,55,Beauty,1,30,30
397,10-03-23,CUST397,Female,30,Beauty,1,25,25
398,16-05-23,CUST398,Female,48,Clothing,2,300,600
399,01-03-23,CUST399,Female,64,Beauty,2,30,60
400,24-02-23,CUST400,Male,53,Clothing,4,50,200
401,11-10-23,CUST401,Female,62,Clothing,1,300,300
402,21-03-23,CUST402,Female,41,Clothing,2,300,600
403,20-05-23,CUST403,Male,32,Clothing,2,300,600
404,25-05-23,CUST404,Male,46,Electronics,2,500,1000
405,06-11-23,CUST405,Female,25,Clothing,4,300,1200
406,18-04-23,CUST406,Female,22,Beauty,4,25,100
407,25-06-23,CUST407,Female,46,Electronics,3,300,900
408,15-04-23,CUST408,Female,64,Beauty,1,500,500
409,18-12-23,CUST409,Female,21,Electronics,3,300,900
410,21-11-23,CUST410,Female,29,Clothing,2,50,100
411,16-05-23,CUST411,Male,62,Electronics,4,50,200
412,16-09-23,CUST412,Female,19,Electronics,4,500,2000
413,08-09-23,CUST413,Female,44,Beauty,3,25,75
414,09-05-23,CUST414,Male,48,Beauty,4,25,100
415,27-01-23,CUST415,Male,53,Clothing,2,30,60
416,17-02-23,CUST416,Male,53,Electronics,4,500,2000
417,21-11-23,CUST417,Male,43,Electronics,3,300,900
418,05-08-23,CUST418,Female,60,Electronics,2,500,1000
419,22-05-23,CUST419,Female,44,Clothing,3,30,90
420,23-01-23,CUST420,Female,22,Clothing,4,500,2000
421,02-01-23,CUST421,Female,37,Clothing,3,500,1500
422,20-06-23,CUST422,Female,28,Clothing,3,30,90
423,08-03-23,CUST423,Female,27,Clothing,1,25,25
424,23-11-23,CUST424,Male,57,Beauty,4,300,1200
425,15-05-23,CUST425,Female,55,Electronics,4,30,120
426,24-03-23,CUST426,Male,23,Electronics,3,50,150
427,15-08-23,CUST427,Male,25,Electronics,1,25,25
428,10-10-23,CUST428,Female,40,Electronics,4,50,200
429,28-12-23,CUST429,Male,64,Electronics,2,25,50
430,07-08-23,CUST430,Female,43,Electronics,3,300,900
431,15-10-23,CUST431,Male,63,Electronics,4,300,1200
432,05-01-23,CUST432,Female,60,Electronics,2,500,1000
433,27-02-23,CUST433,Male,29,Beauty,4,50,200
434,08-02-23,CUST434,Female,43,Electronics,2,25,50
435,20-12-23,CUST435,Female,30,Beauty,3,300,900
436,18-03-23,CUST436,Female,57,Clothing,4,30,120
437,07-10-23,CUST437,Female,35,Electronics,4,300,1200
438,19-01-23,CUST438,Female,42,Clothing,1,30,30
439,09-07-23,CUST439,Male,50,Clothing,3,25,75
440,26-10-23,CUST440,Male,64,Clothing,2,300,600
441,10-10-23,CUST441,Male,57,Beauty,4,300,1200
442,17-03-23,CUST442,Female,60,Clothing,4,25,100
443,09-08-23,CUST443,Male,29,Clothing,2,300,600
444,07-03-23,CUST444,Female,61,Clothing,3,30,90
445,22-01-23,CUST445,Female,53,Electronics,1,300,300
446,07-06-23,CUST446,Male,21,Electronics,1,50,50
447,06-07-23,CUST447,Male,22,Beauty,4,500,2000
448,21-01-23,CUST448,Female,54,Beauty,2,30,60
449,03-07-23,CUST449,Male,25,Electronics,4,50,200
450,18-04-23,CUST450,Female,59,Beauty,2,25,50
451,16-12-23,CUST451,Female,45,Electronics,1,30,30
452,08-05-23,CUST452,Female,48,Clothing,3,500,1500
453,08-12-23,CUST453,Female,26,Clothing,2,500,1000
454,22-02-23,CUST454,Female,46,Beauty,1,25,25
455,01-07-23,CUST455,Male,31,Electronics,4,25,100
456,14-10-23,CUST456,Male,57,Electronics,2,30,60
457,28-07-23,CUST457,Female,58,Beauty,3,300,900
458,14-11-23,CUST458,Female,39,Electronics,4,25,100
459,21-03-23,CUST459,Male,28,Clothing,4,300,1200
460,02-05-23,CUST460,Male,40,Beauty,1,50,50
461,25-03-23,CUST461,Female,18,Beauty,2,500,1000
462,01-04-23,CUST462,Male,63,Electronics,4,300,1200
463,31-07-23,CUST463,Female,54,Beauty,3,500,1500
464,13-01-23,CUST464,Male,38,Electronics,2,300,600
465,02-04-23,CUST465,Female,43,Electronics,3,50,150
466,20-06-23,CUST466,Male,63,Electronics,4,25,100
467,30-07-23,CUST467,Female,53,Electronics,3,50,150
468,09-12-23,CUST468,Male,40,Electronics,1,25,25
469,08-05-23,CUST469,Male,18,Beauty,3,25,75
470,17-05-23,CUST470,Female,57,Clothing,2,500,1000
471,23-03-23,CUST471,Male,32,Clothing,3,50,150
472,26-12-23,CUST472,Female,38,Beauty,3,300,900
473,25-02-23,CUST473,Male,64,Beauty,1,50,50
474,15-07-23,CUST474,Female,26,Clothing,3,500,1500
475,20-01-23,CUST475,Male,26,Clothing,3,25,75
